"category","description","title","topic","prod_type","url","image","id","img_thumb","sale_price","price","uniq_id"
"TRANSFORMERS SUPER POWERS   IGAL M ATELIER, M ,TOMY ZOIDS, MODEL KIT","SUPER RARE 8 INCH BRUCE LEE KONG FU KATO RESIN KIT AWESOME.
COME IN 6 PARTS AND NEVER BUILT a must-have for any bruce lee collector.
THIS PICTURE IS AS CLOSE AS I COULD PUT IT TOGETHER WITHOUT GLUING IT,AND PHOTOGRAPHED IT.
MEANS ALL 6 ORIGINAL PART ARE SEPARATE IN PLASTIC BAG.COMES FROM THE FAMOUS TOY STORE IN NY ""CHILDREN OF PARADISE""[ USED TO BE THE INTERNATIONAL MECCA FOR TIN,DIE-CAST,CORGI,AND JAPANESE TOY COLLECTORS -CLOSED IN 1998] SO ALL THE TOYS WE OFFER HERE ARE FROM THERE, IN MINT COKENNER STAR WARS VINTAGE 1977 AND UP.SUPER POWERS SUPRMAN ,BAT MAN. HSBRO TRANSFORMERS G1 , G I JOE, BANDAI.TAKATOKU, GODAIKIN ,TAKARA, POPY, CORGI., ROBOTS,DIE-CAST.ASTROBOY,TIN TOYS . GODZILLA.BEATLES,AND MORE NDITION, AND NEVER PLAYED WITH.***","SUPER RARE 8 INCH BRUCE LEE KONG FU KATO RESIN KIT  LIMITED EDITION AWESOME.COME IN 6 PARTS AND NEVER BUILT a must-have for any bruce lee collector.
","Bruce Lee","toy","http://igalcalderpicassowarhol.com/sura8inbrlee.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_31750452",92,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_31781919",150,175,"BRUCEKATO"
"HOLYWOOD  MARILYN MONROE elvis presley CLARK GABLE IGAL M ATELIER, .M","""Marilyn Monroe 64""The Tate Gallery
17 February - 28 March 1971
Andy Warhol - Marilyn Monroe 1964 , Published by the Tate Gallery Publications Department Millbank London SW1 England and printed in Great Britain at the Curwen Press Limited LondonR A R E, PRINTED IN FINE QUALITY PAPERDimensions : 75 x 51 cm''          30 x 20 Inches","	
ANDY WARHOLTATE GALLERY ""Marilyn Monroe 64""  17 February - 28 March 1971","Andy Warhol","poster","http://igalcalderpicassowarhol.com/miro.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_46242614",93,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_46392232",225,250,"WARMARTATE1"
"HOLYWOOD  MARILYN MONROE elvis presley CLARK GABLE IGAL M ATELIER, .M","* VINTAGE MARILYN MONROE""THE LAST SITTING"" BY BERT STERN,.HE WAS THE LAST PHOTOGRAFER THAT TOOK STUDIO PHOTOS OF MARILYN MONROE. this poster produced for his photogrph show of marilyn . at the BORIS GALLERY IN BOSTON. 3500 POSTERS WERE NUMBERED. ON THE BOTTOM A LARGE COPY FAXIMIL SIGNATURE OF MARILYN MONROE, THE SIZE IS 23.1/2 BY 30"" I ACQUIRED THEM IN 1980 , ITS IN MINT CONDITION,, ONE OF THE RAREST MARILYN POSTER...... note, the background for the text is SILVER ...... * as an art dealer i bring you this poster, which is out of print and hard to find in mint condition, from my old stock.. GOOD LUCK.**.the print or poster in this particular bid auction has it's own description representation to my best knowledge,** and this is a general MOTTO;to all the art l offer at the auction.on ebay I am a retired art dealer a publisher and distributor of art prints and posters for over 25 years ,and well known in the ART POSTER BUSINESS MOSTLY, I bring you these prints and posters ,""lithograph"" or ""serigraph"" or ""photo offset"" ,some are plate signed , many of which are out of print and hard to find, in the conditions as describe, from my old stock."," MARILYN MONROE VINTAGE""THE LAST SITTING"" BY BERT STERN,","Marilyn Monroe","poster","http://igalcalderpicassowarhol.com/indianalove.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_48317783",94,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_48516381",,125,"MARSTLAST1"
"HOLYWOOD  MARILYN MONROE elvis presley CLARK GABLE IGAL M ATELIER, .M","RHYTHM  MARILYN MONROEFROM ""THE LAST SITTING"" BY BERT STERN,.HE WAS THE LAST PHOTOGRAPHER THAT TOOK STUDIO PHOTOS OF MARILYN MONROE.IN MINT CONDITIONNO FOLDING  NO TEARS NO FADING.IMAGE SIZE IS 20""  X  28.1/2."".As an art dealer i bring you this poster, which is out of print and hard to find in mint condition, from my old stock.. GOOD LUCK.**.the print or poster in this particular bid auction has it's own description representation to my best knowledge,** and this is a general MOTTO;to all the art l offer at the auction.on ebay I am a retired art dealer a publisher and distributor of art prints and posters for over 35 years ,and well known in the ART POSTER BUSINESS MOSTLY, I bring you these prints and posters ,""lithograph"" or ""serigraph"" or ""photo offset"" ,some are plate signed , many of which are out of print and hard to find, in the conditions as describe, from my old stock."," MARILYN MONROE RHYTHM FROM ""THE LAST SITTING"" BY BERT STERN,.","Marilyn Monroe","poster","http://igalcalderpicassowarhol.com/mamorhfrtlas.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_57828586",95,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_57886865",,120,"newitem"
"HOLYWOOD  MARILYN MONROE elvis presley CLARK GABLE IGAL M ATELIER, .M","WARHOL ""MARILIN 64""10 IMAGES ORIGNAL VINTAGE POSTER PRINT
VERY RARE DROM THE 1980S
ANDY WARHOL THE FATHER OF POP ART painted HOLLYWOOD LEGENDS AND MADE HIMSELF A LEGEND. CAMBELLS SOUP AND MARILYN MONROE WERE THE MOST WELL KNOWN OF HIS ARTWORKS. WARHOL created many images of MARILYN. this poster was published by the ""MUSEUM VAN HEDENDAAGSE KUNST/GENT"",HOLAND. on top of the poster under the faces it says ""WARHOL"" 5 times, and at the very bottom : [C]. ANDY WARHOL c/o BEELDRECHT AMSTERDAM MARILYN 1964 ART UNLIMITED OVERTOOM 31 AMSTERDAM""  IT MEASURES 23 1/2 X 38 .IN MINT CONDITION...as an art dealer i bring you this poster,THAT CAME DIRECTLY FROM THE PUBLISHER, in mint condition from my old stock, our motto is: WE SELL ONLY AUTHENTICATED ART and all pieces come with certificates of authenticity and guarantee. GOOD LUCK.","WARHOL ""MARILIN 64""10 IMAGES ORIGNAL VINTAGE POSTER PRINT VERY RARE","Andy Warhol","poster","http://igalcalderpicassowarhol.com/wam64imorvip.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_48793446",96,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_48938283",,750,"WAR64HOL"
"HOLYWOOD  MARILYN MONROE elvis presley CLARK GABLE IGAL M ATELIER, .M","MARILYN MONROEFROM ""THE LAST SITTING"" BY BERT STERN,.HE WAS THE LAST PHOTOGRAPHER THAT TOOK STUDIO PHOTOS OF MARILYN MONROE.IN MINT CONDITIONNO FOLDING NO TEARS NO FADING.IMAGE SIZE IS 20"" X 28.1/2."".","MARILYN MONROE FROM  10 IMAGES ""THE LAST SITTING"" BY BERT STERN,.","Marilyn Monroe","poster","http://igalcalderpicassowarhol.com/mamofr10imtl.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_58598326",97,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_58695236",,120,"newitem252443014"
"HOLYWOOD  MARILYN MONROE elvis presley CLARK GABLE IGAL M ATELIER, .M","RARE 1977 ELVIS PRESLEY OFFICIAL COMMEMORATIVE ISSUE COIN. IT IS INMINT CONDITIONIN PLASTIC BAGUNPLYED WITH ,COME FROM A TOY STORE.NOT SECOND HAND. RARE IN THIS CONDITION,WE HAVE 6 OF THEM.SILVER DOLLAR SIZE
","RARE  1977 ELVIS PRESLEY OFFICIAL COMMEMORATIVE ISSUE COIN.  IT IS IN MINT  CONDITION IN PLASTIC BAG","Elvis Presley","coin","http://igalcalderpicassowarhol.com/ra19elprofco.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_58598326",98,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_58695236",,120,"newitem255074489"
"HOLYWOOD  MARILYN MONROE elvis presley CLARK GABLE IGAL M ATELIER, .M","PHOTO POSTER. BY RICHARD AVEDON VERY RARE . the well known photographer, of famous people among them j, lenon,dovima,kinsky, l hotton,and OF MARILYN MONROE DEPICTING OTHER GODDESSES OF THE SCREEN; CALLED MARILYN AS;,, 1] JEAN HARLOW,,,2] THEDA BARA,... 3] CLAIR Baw,,,,4] LILIAN RUSSELL, 
Size: 20x28""....I FOUND FEW IN MY OLD STOCK .They are extremely rare items. 
                                                  *******
	  I AM BRINGING THEM AS INDVIDUAL  AND ONLY ONE COMPLETE SET WHICH MAKE THE SET AS A SET MORE VALUBLE AND EXPENSIVE BECAUSE THE RARITY TO FIND IT ANY WERE ].. as an art dealer I bring you this posters, THAT CAME DIRECTLY FROM THE PUBLISHER, out of print and hard to find in mint condition from my old stock- The print or poster has it's own description representation to my best knowledge,And this is a general MOTTO; to all the POSTERS l offer HERE. I am a retired art dealer a publisher and distributor of art prints and posters for  over 35 years, and well known in the ART POSTER BUSINESS MOSTLY, I bring you these prints and posters ,""lithograph"" or ""serigraph"" or ""photo offset"" , some are plate signed, many of which are out of print and hard to find, in the conditions as describe.","PHOTO POSTER. BY RICHARD AVEDON OF MARILYN MONROE DEPICTING OTHER GODDESSES OF THE SCREEN; CALLED MARILYN AS;,1] JEAN HARLOW,






","Marilyn Monroe","poster","http://igalcalderpicassowarhol.com/phpobyriavof.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_16662880",99,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_16744794",,300,"avedmar1"
"HOLYWOOD  MARILYN MONROE elvis presley CLARK GABLE IGAL M ATELIER, .M","PHOTO POSTER. BY RICHARD AVEDON VERY RARE . the well known photographer, of famous people among them j, lenon,dovima,kinsky, l hotton,and OF MARILYN MONROE DEPICTING OTHER GODDESSES OF THE SCREEN; CALLED MARILYN AS;,, 1] JEAN HARLOW,,,2] THEDA BARA,... 3] CLAIR Baw,,,,4] LILIAN RUSSELL, Size: 20x28""....I FOUND FEW IN MY OLD STOCK .They are extremely rare items. ******* I AM BRINGING THEM AS INDVIDUAL AND ONLY ONE COMPLETE SET WHICH MAKE THE SET AS A SET MORE VALUBLE AND EXPENSIVE BECAUSE THE RARITY TO FIND IT ANY WERE ].. as an art dealer I bring you this posters, THAT CAME DIRECTLY FROM THE PUBLISHER, out of print and hard to find in mint condition from my old stock- The print or poster has it's own description representation to my best knowledge,And this is a general MOTTO; to all the POSTERS l offer HERE. I am a retired art dealer a publisher and distributor of art prints and posters for over 35 years, and well known in the ART POSTER BUSINESS MOSTLY, I bring you these prints and posters ,""lithograph"" or ""serigraph"" or ""photo offset"" , some are plate signed, many of which are out of print and hard to find, in the conditions as describe.","PHOTO POSTER. BY RICHARD AVEDON OF MARILYN MONROE DEPICTING OTHER GODDESSES OF THE SCREEN; CALLED MARILYN AS2] THEDA BARA","Marilyn Monroe","poster","http://igalcalderpicassowarhol.com/marilnavedon.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_17697379",100,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_18102656",,500,"AVEDMAR2"
"HOLYWOOD  MARILYN MONROE elvis presley CLARK GABLE IGAL M ATELIER, .M","PHOTO POSTER. BY RICHARD AVEDON VERY RARE . the well known photographer, of famous people among them j, lenon,dovima,kinsky, l hotton,and OF MARILYN MONROE DEPICTING OTHER GODDESSES OF THE SCREEN; CALLED MARILYN AS;,, 1] JEAN HARLOW,,,2] THEDA BARA,... 3] CLAIR Baw,,,,4] LILIAN RUSSELL, Size: 20x28""....I FOUND FEW IN MY OLD STOCK .They are extremely rare items. ******* I AM BRINGING THEM AS INDVIDUAL AND ONLY ONE COMPLETE SET WHICH MAKE THE SET AS A SET MORE VALUBLE AND EXPENSIVE BECAUSE THE RARITY TO FIND IT ANY WERE ].. as an art dealer I bring you this posters, THAT CAME DIRECTLY FROM THE PUBLISHER, out of print and hard to find in mint condition from my old stock- The print or poster has it's own description representation to my best knowledge,And this is a general MOTTO; to all the POSTERS l offer HERE. I am a retired art dealer a publisher and distributor of art prints and posters for over 35 years, and well known in the ART POSTER BUSINESS MOSTLY, I bring you these prints and posters ,""lithograph"" or ""serigraph"" or ""photo offset"" , some are plate signed, many of which are out of print and hard to find, in the conditions as describe.
.","PHOTO POSTER. BY RICHARD AVEDON OF MARILYN MONROE DEPICTING OTHER GODDESSES OF THE SCREEN; CALLED MARILYN AS 3] CLAIR Baw","Marilyn Monroe","poster","http://igalcalderpicassowarhol.com/phpobyriavof1.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_20200402",101,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_20575103",,300,"AVEMAR3"
"HOLYWOOD  MARILYN MONROE elvis presley CLARK GABLE IGAL M ATELIER, .M","Product Description
PHOTO POSTER. BY RICHARD AVEDON VERY RARE . the well known photographer, of famous people among them j, lenon,dovima,kinsky, l hotton,and OF MARILYN MONROE DEPICTING OTHER GODDESSES OF THE SCREEN; CALLED MARILYN AS;,, 1] JEAN HARLOW,,,2] THEDA BARA,... 3] CLAIR Baw,,,,4] LILIAN RUSSELL, Size: 20x28""....I FOUND FEW IN MY OLD STOCK .They are extremely rare items. ******* I AM BRINGING THEM AS INDVIDUAL AND ONLY ONE COMPLETE SET WHICH MAKE THE SET AS A SET MORE VALUBLE AND EXPENSIVE BECAUSE THE RARITY TO FIND IT ANY WERE ].. as an art dealer I bring you this posters, THAT CAME DIRECTLY FROM THE PUBLISHER, out of print and hard to find in mint condition from my old stock- The print or poster has it's own description representation to my best knowledge,And this is a general MOTTO; to all the POSTERS l offer HERE. I am a retired art dealer a publisher and distributor of art prints and posters for over 35 years, and well known in the ART POSTER BUSINESS MOSTLY, I bring you these prints and posters ,""lithograph"" or ""serigraph"" or ""photo offset"" , some are plate signed, many of which are out of print and hard to find, in the conditions as describe.
.","PHOTO POSTER. BY RICHARD AVEDON OF MARILYN MONROE DEPICTING OTHER GODDESSES OF THE SCREEN; CALLED MARILYN  AS  4] LILIAN RUSSELL","Marilyn Monroe","poster","http://igalcalderpicassowarhol.com/marilyn.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_21412232",102,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_21581207",,400,"AVEMAR4"
"HOLYWOOD  MARILYN MONROE elvis presley CLARK GABLE IGAL M ATELIER, .M","Marlene Dietrich Lazlo Willinger : Photograph of  a Movie Star 
 PHOTO POSTER Print Size ; 25 "" X 38"" Inches Rare and Out of Print
I FOUND FEW IN MY OLD STOCK .They are extremely rare items. ******* I AM BRINGING THEM AS INDVIDUAL AND ONLY ONE COMPLETE SET WHICH MAKE THE SET AS A SET MORE VALUBLE AND EXPENSIVE BECAUSE THE RARITY TO FIND IT ANY WERE ].. as an art dealer I bring you this posters, THAT CAME DIRECTLY FROM THE PUBLISHER, out of print and hard to find in mint condition from my old stock- The print or poster has it's own description representation to my best knowledge,And this is a general MOTTO; to all the POSTERS l offer HERE. I am a retired art dealer a publisher and distributor of art prints and posters for over 35 years, and well known in the ART POSTER BUSINESS MOSTLY, I bring you these prints and posters ,""lithograph"" or ""serigraph"" or ""photo offset"" , some are plate signed, many of which are out of print and hard to find, in the conditions as describe.
.","Marlene Dietrich Lazlo Willinger : Photograph of¬† a Movie Star 
 PHOTO POSTER Print Size ; 25 "" X 38"" Inches Rare and Out of Print




","Marlene Dietrich","poster","http://igalcalderpicassowarhol.com/madilawiphof.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_22727564",103,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_23043866",,275,"wilimarlen"
"HOLYWOOD  MARILYN MONROE elvis presley CLARK GABLE IGAL M ATELIER, .M","CLARK GABLE Lazlo Willinger Photograph of a Movie Star PHOTO POSTER Print Rare and Out of Print
VINTAGE PRINTS. POSTERS. IGAL.M ¬∑CHAKI. .MAN RAY .FRANK STELLA. CALDER¬∑ PICASSO  AVEDON MARILYN MONROE ¬∑ ANDY WARHOL ¬∑CHAGALL. OLYMPICS ¬∑ FOLON ¬∑ TOULOUSE LAUTREC ¬∑ CASSANDRE. DALI. MIRO. ERTE. NAGEL. MATISSE. INDIANA. MILTON GLASER,BOTERO. POLISH POSTERS.  JAZZ. AUTOGRAPHS
holywwod strs.avedon, willinger, barris,","CLARK GABLE Lazlo Willinger Photograph of a Movie Star PHOTO POSTER Print Rare and Out of ","Clark Gable","poster","http://igalcalderpicassowarhol.com/baris.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_24605730",104,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_24866811",,250,"willigabl"
"HOLYWOOD  MARILYN MONROE elvis presley CLARK GABLE IGAL M ATELIER, .M","vivian leigh Lazlo Willinger Photograph of Movie Star PHOTO POSTER Print Size ; 25 "" X 38"" Inches Rare and Out of Print
VINTAGE PRINTS. POSTERS. IGAL.M ¬∑CHAKI. .MAN RAY .FRANK STELLA. CALDER¬∑ PICASSO  AVEDON MARILYN MONROE ¬∑ ANDY WARHOL ¬∑CHAGALL. OLYMPICS ¬∑ FOLON ¬∑ TOULOUSE LAUTREC ¬∑ CASSANDRE. DALI. MIRO. ERTE. NAGEL. MATISSE. INDIANA. MILTON GLASER,BOTERO. POLISH POSTERS.  JAZZ. AUTOGRAPHS
holywwod strs.avedon, willinger, barris,","vivian leigh Lazlo Willinger Photograph of Movie Star PHOTO POSTER Print Size ; 25 "" X 38"" Inches Rare and Out of Print
","Vivian Leigh","poster","http://igalcalderpicassowarhol.com/vilelawiphof.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_27829877",105,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_28076154",,300,"willivivian"
"HOLYWOOD  MARILYN MONROE elvis presley CLARK GABLE IGAL M ATELIER, .M","Marilyn Monroe portrait byGeorge Barris,printpublished by Monroe WestonEditions. Measures 61cms x 76cms incl. white border.","
Marilyn Monroe allways yours by George Barris,published by  Weston Edition. 24x30inch 61cmsx76cms incl white border","Marilyn Monroe","poster","http://igalcalderpicassowarhol.com/mamoalyobyge.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_29370142",106,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_29647812",,250,"barrisall"
"HOLYWOOD  MARILYN MONROE elvis presley CLARK GABLE IGAL M ATELIER, .M","Marilyn Monroe the warm up by Barris, published by the Weston Editions .24x30 inch 61cmsx76cms incl,white border.","Marilyn Monroe  the warm up by Barris, published by the Weston Editions . 24x30 inch 61cmsx76cms incl,white border.

¬†

","Marilyn Monroe","poster","http://igalcalderpicassowarhol.com/mamowaupbyba.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_31010889",107,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_31242432",,250,"barriswarm"
"HOLYWOOD  MARILYN MONROE elvis presley CLARK GABLE IGAL M ATELIER, .M","HERE YOU HAVE:RARE LARGE DOLL 21"" HARD PLASTIC VINYL RHETT BUTTLER DOLL FROM ""GONE WITH THE WIND"" AS PORTRAYED BY CLARK GABLE, MADE BY WORLD DOLL, 1989. LIMITED EDITION, NO. 298 OUT OF ONLY 2,000 MADE!! PRISTINE IN THE BOX, NEVER PLAYED WITH. THE PHOTOGRAPH HAS BEEN TAKEN WIHOUT REMOVING THE ORIGINAL PLASTIC, FACTORY SEALED. . WEARING PEARL GRAY SUIT WITH MATCHING VEST, WHITE SHIRT AND BURGUNDY ASCOT. COMES WITH CERTIFICATE OF AUTHENTICITY FROM WORLD DOLL COMPANY. FROM THE ""MOVIE GREATS COLLECTION."" DON'T MISS THIS OPPORTUNITY!!
TOYS COLLECTIBLES ,ALL VINTAGE FROM THE 20TH CENTURY, MANY ONE OF A KIND, ,ACTION FIGURS, BEATLES , STAR WARS VINTAGE 1977 AND UP. 
STAR TREK, SUPER POWERS , SUPRMAN ,BAT MAN., SPIDERMAN ,
HASBRO TRANSFORMERS g1 , SHOGANS, MATEL, MASRERS OF THE UNIVERS, MEGO DOLLS, G I JOE, ALIENS. MODEL KITS, DOLLS, BARBIE, BIG JIM, 
BANDAI .CLOVER, TAKATOKU, GODAIKIN , TAKARA, POPY, CORGI. ,JAPANESE ROBOTS ,DIE-CAST. ASTROBOY, TIN TOYS ,. GODZILLA., ,AND MORE, 
[ ASK , WE MIGHT HAVE IT]...","RARE LARGE DOLL 21"" HARD PLASTIC VINYL RHETT BUTTLER DOLL FROM ""GONE WITH THE WIND"" AS PORTRAYED BY CLARK GABLE, MADE BY WORLD DOLL, 1989.MIB","Rhett Butler","poster","http://igalcalderpicassowarhol.com/ralado21hapl.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_33252793",108,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_33279081",,175,"newitem255915991"
"METROPOLITAN  MUSEUM , TIFFANY  MONET RENOIR ,SOVIET USSR, VAN GOGH MATISSE GAUGUIN.","CLAUDE MONET GARDEN .. POSTER FROM THE EXIBITION  OF "" IMPRESSIONIST TO EARLY MODERN PAINTING FROM THE USSR. 32 X 29 INCH IN NNEAR MINT CONDITIONWORKS FROM THE HERMITAGE MUSEUMLENINGRAD AND THE PUSHKIN MUSEUM  OF FINE ART MOSCOW...THE METROPLITAN MUSEUM OF ARTAUGUST21 OCTOBER5 1986.ORIGINAL METROPOLITAN MUSEUM POSTERS, VINTAGE FROM THE 1980's. We are offering out-of-print posters from the Metropolitan Museum of Art in New York City. These are long gone from the museum's offerings.  We were the first to introduce most of the Metropolitan Museum posters to galleries and to the public in the 198's. We carried about 90 posters in our poster catalogue of 1984, almost 3 decades ago. Most of them were distributed to art galleries around the country.  We closed our gallery and distribution center in 1995. What you see here are what remains of our stock. Some are one of an image, and a few are multiples.These posters are treasures for the Met posters collector.   They are no longer available from the Met and they are not in any art dealer listing on the Internet.  There may be few available as small reproductions in different sizes, but they are not originals.  These are the originals from the Metropolitan Museum.From the 90 images we used to have, we have only about 20 left, including a few Monets and 4 Tiffany posters.Good luck.The print or poster in this particular bid auction has its own description to the best of my knowledge.
*** I am a retired art dealer--a publisher and distributor of art prints and posters for over 35 years, and well known especially in the ART POSTER BUSINESS, I bring you these prints and posters,""lithograph"", ""serigraph"" or ""photo offset"".  Some are plate signed, many of which are out of print and hard to find, in the condition as described from my original stock. Many you see here are one-of-a-kind.VINTAGE PRINTS & POSTERS: IGAL.M - CHAKI - MAN RAY - FRANK STELLA - CALDER - PICASSO - AVEDON - MARILYN MONROE - ANDY WARHOL - CHAGALL -OLYMPICS - FOLON ¬∑ TOULOUSE LAUTREC ¬∑ CASSANDRE - DALI - MIRO - ERTE - NAGEL - MATISSE - INDIANA - MILTON GLASER - BOTERO - POLISH POSTERS - JAZZ -METROPOLITAN MUSEUM OF ART -MONET-RENOIR- GAUGUIN-VAN GOGH-DEGAS- GOYA-TIFFANY-AND AUTOGRAPHS .","CLAUDE MONET GARDEN .POSTER FROM THE EXIBITION  OF 
""IMPRESSIONIST TO EARLY MODERN PAINTING FROM THE USSR""
IN NEAR MINT CONDITION

","Claude Monet","poster","http://igalcalderpicassowarhol.com/monet.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_86963830",109,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_87424864",,200,"METMONETGARDEN"
"METROPOLITAN  MUSEUM , TIFFANY  MONET RENOIR ,SOVIET USSR, VAN GOGH MATISSE GAUGUIN.",".
CLAUDE MONET MORNING ON THE SEINE GIVERNY 1897 THE
ANDRE MEYER GALLERIES METROPLITAN MUSEUM OF ART.IN MID 1980
30 X 30 INCH IN NEAR MINT CONDITION
ORIGINAL METROPOLITAN MUSEUM POSTERS, VINTAGE FROM THE 1980's. We are offering out-of-print posters from the Metropolitan Museum of Art in New York City. These are long gone from the museum's offerings.  We were the first to introduce most of the Metropolitan Museum posters to galleries and to the public in the 198's. We carried about 90 posters in our poster catalogue of 1984, almost 3 decades ago. Most of them were distributed to art galleries around the country.  We closed our gallery and distribution center in 1995. What you see here are what remains of our stock. Some are one of an image, and a few are multiples.These posters are treasures for the Met posters collector.   They are no longer available from the Met and they are not in any art dealer listing on the Internet.  There may be few available as small reproductions in different sizes, but they are not originals.  These are the originals from the Metropolitan Museum.From the 90 images we used to have, we have only about 20 left, including a few Monets and 4 Tiffany posters.Good luck.The print or poster in this particular bid auction has its own description to the best of my knowledge.
*** I am a retired art dealer--a publisher and distributor of art prints and posters for over 35 years, and well known especially in the ART POSTER BUSINESS, I bring you these prints and posters,""lithograph"", ""serigraph"" or ""photo offset"".  Some are plate signed, many of which are out of print and hard to find, in the condition as described from my original stock. Many you see here are one-of-a-kind..VINTAGE PRINTS & POSTERS: IGAL.M - CHAKI - MAN RAY - FRANK STELLA - CALDER - PICASSO - AVEDON - MARILYN MONROE - ANDY WARHOL - CHAGALL -OLYMPICS - FOLON ¬∑ TOULOUSE LAUTREC ¬∑ CASSANDRE - DALI - MIRO - ERTE - NAGEL - MATISSE - INDIANA - MILTON GLASER - BOTERO - POLISH POSTERS - JAZZ -METROPOLITAN MUSEUM OF ART -MONET-RENOIR- GAUGUIN-VAN GOGH-DEGAS- GOYA-TIFFANY-AND AUTOGRAPHS .","CLAUDE MONET MORNING ON THE SEINE GIVERNY 1897 THE
ANDRE MEYER GALLERIES METROPLITAN MUSEUM OF ART.
30 X 30 INCH IN NEAR MINT CONDITION
","Claude Monet","poster","http://igalcalderpicassowarhol.com/clmomoonsegi.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_88733097",110,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_89016493",,200,"METMONSEINE"
